Cycle,23439672,U2RXREG,0x0,U1RXREG,0x0,U1TXREG,0x0,U2TXREG,0xa,
Cycle,24206873,U2RXREG,0x0,U1RXREG,0x0,U1TXREG,0x0,U2TXREG,0xa,
Cycle,24812635,U2RXREG,0x0,U1RXREG,0x0,U1TXREG,0x0,U2TXREG,0xa,
Cycle,26320165,U2RXREG,0x0,U1RXREG,0x0,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26458901,U2RXREG,0x0,U1RXREG,0x0,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26463062,U2RXREG,0x4f,U1RXREG,0x4f,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26467222,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26471381,U2RXREG,0x4f,U1RXREG,0x3a,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26475541,U2RXREG,0x4b,U1RXREG,0x4f,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26479701,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26483861,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x0,U2TXREG,0x41,
Cycle,26801026,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x0,U2TXREG,0x54,
Cycle,27281229,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x0,U2TXREG,0xd,
Cycle,27761432,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x0,U2TXREG,0xa,
Cycle,27761637,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,27973631,U2RXREG,0x4b,U1RXREG,0x4f,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,27977791,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,27981956,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,28285394,U2RXREG,0x4b,U1RXREG,0x4f,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,28289554,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,28293714,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,28936251,U2RXREG,0x4f,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,28940411,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29143697,U2RXREG,0x4f,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29147857,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29340651,U2RXREG,0x4f,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29344811,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29631077,U2RXREG,0x4b,U1RXREG,0x4f,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29635238,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29639398,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29901578,U2RXREG,0x4f,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,29905738,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,30239800,U2RXREG,0x4b,U1RXREG,0x4f,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,30243960,U2RXREG,0x4b,U1RXREG,0x4b,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,30248120,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
Cycle,30643230,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0x41,
Cycle,31123433,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0x54,
Cycle,31603636,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xd,
Cycle,32083839,U2RXREG,0x4b,U1RXREG,0x3a,U1TXREG,0x4f,U2TXREG,0xa,
